Company Code,MPD_AUG_2021,MPD_JUL_2021,MPD_JUN_2021,MPD_MAY_2021,MPD_APR_2021,MPD_MAR_2021,MPD_FEB_2021,MPD_JAN_2021,Average_Payment_Days,"('total_counts', '0')","('total_counts', '1-30')","('total_counts', '31-60')","('total_counts', '61-90')","('total_counts', '90+')",Risk
5052,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5052,0,0,0,0,6,0,0,0,3,1,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,10,0,0,0,0,0,0,0,5,1,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,45,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0
5052,6,0,0,0,0,0,15,6,2,22,6,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
5052,1,13,1,4,0,1,0,0,2,34,41,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,172,6,0,0,0,0
5052,0,0,0,0,0,0,0,0,36,2,0,0,0,1,1
5052,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0
5052,1,0,0,1,0,0,0,0,1,30,15,0,0,0,0
5052,0,0,0,0,0,9,0,0,15,0,2,0,0,0,0
5052,0,0,0,0,0,0,0,0,1,7,6,0,0,0,0
5052,0,0,16,0,8,17,21,0,9,19,18,2,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,30,4,2,0,0,3,1
5052,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,5,10,5,2,3,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,1,2,3,6,2,18,0,3,39,116,19,0,0,0
5052,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0
5052,0,0,0,0,0,0,13,0,8,2,2,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5052,0,0,2,0,0,0,0,0,0,2,3,0,0,0,0
5052,0,0,0,0,0,0,0,43,43,0,0,1,0,0,0
5052,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0
5052,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0
5052,0,0,0,2,0,0,3,0,2,63,49,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
5052,30,1,0,0,0,0,0,0,3,17,3,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,4,10,1,0,0,0,0
5052,10,0,0,0,0,0,0,0,5,3,2,0,0,0,0
5052,0,0,0,0,0,0,11,0,3,3,3,0,0,0,0
5052,0,0,0,3,0,0,0,0,0,73,1,0,0,0,0
5052,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
5052,1,1,2,3,0,1,2,5,2,1,21,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,22,30,0,0,17,1,4,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,5,0,0,0,0,0,188,13,0,0,0,0
5052,0,0,0,0,16,0,0,0,2,14,0,1,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,46,1,1,0,0,0
5052,0,0,0,0,0,0,5,11,5,1,9,0,0,0,0
5052,0,0,0,0,0,0,0,0,11,3,12,1,0,0,0
5052,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0
5052,1,0,0,0,0,2,13,0,2,32,31,2,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0
5052,0,0,70,0,0,15,0,50,44,10,4,7,4,11,1
5052,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,88,0,0,0,1,0,1
5052,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,24,2,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,30,0,0,0,40,0,62,4,3,2,0,1,1
5052,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,1,24,4,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,0,2,0,0,8,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,1,59,67,0,1,0,1
5052,0,0,0,0,0,0,0,0,4,15,4,0,0,0,0
5052,0,0,0,6,0,0,0,10,6,8,4,0,0,0,0
5052,0,0,0,3,8,0,3,0,4,5,11,0,0,0,0
5052,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,2,6,0,0,6,2,3,4,4,3,21,0,0,0,0
5052,0,0,0,0,0,0,0,0,1,23,4,0,0,0,0
5052,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,1,3,0,15,6,0,2,268,88,8,0,0,0
5052,0,0,0,0,0,0,0,0,453,0,0,0,0,2,1
5052,0,0,0,0,0,0,0,0,0,19,4,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,40,0,0,1,0,0,0
5052,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
5052,0,0,0,2,12,0,2,0,4,1,7,0,0,0,0
5052,6,5,8,0,3,5,9,14,5,19,85,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
5052,0,0,0,6,0,0,0,0,2,3,3,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
5052,0,0,0,0,0,10,0,0,10,0,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
5052,0,0,0,0,24,0,0,0,13,6,3,3,0,0,0
5052,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,16,0,0,0,0,0,15,0,4,0,0,0,0
5052,0,0,0,0,0,0,0,0,12,2,5,0,0,0,0
5052,0,0,4,0,0,0,0,0,0,50,2,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
5052,18,0,4,4,6,2,16,4,15,0,8,2,1,0,1
5052,0,0,0,0,1,0,0,0,3,0,3,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
5052,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0
5052,0,0,0,0,0,0,0,0,366,0,0,0,0,1,1
5052,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,1,0,0,0,0,16,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0
5052,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,4,5,2,0,0,0,0
5052,3,0,0,3,36,27,12,13,7,25,43,17,0,0,0
5052,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0
5052,0,0,15,0,0,0,0,0,13,0,4,0,0,0,0
5052,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
5052,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0
5052,0,0,24,0,0,0,0,0,22,2,1,3,0,0,0
5052,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,10,0,0,0,0,2,21,7,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
5052,0,0,0,0,2,0,0,0,0,96,8,0,0,0,0
5052,109,0,0,0,0,0,0,0,109,0,0,0,0,1,1
5052,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,43,11,0,0,0,0
5052,0,0,0,160,173,139,0,0,67,14,5,2,0,22,1
5052,0,0,1,0,0,0,96,8,12,28,4,1,1,3,1
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0
5052,0,0,0,0,0,9,0,0,5,6,4,0,0,0,0
5052,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,15,1,4,5,0,0,0
5052,0,0,0,0,0,0,4,0,0,28,7,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
5052,0,0,0,0,0,1,0,0,0,12,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
5052,0,0,19,0,0,0,0,0,2,11,0,1,0,0,0
5052,0,0,0,7,0,0,0,0,0,14,2,0,0,0,0
5052,0,0,0,1,1,7,0,0,0,150,26,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,2,1,0,8,10,0,0,6,2,18,0,0,0,0
5052,0,8,0,0,0,0,0,0,1,4,1,0,0,0,0
5052,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0
5052,0,0,0,7,0,0,0,0,7,2,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,8,1,2,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
5052,0,0,0,0,0,0,5,0,0,12,2,0,0,0,0
5052,0,0,0,0,0,0,0,7,1,12,2,0,0,0,0
5052,0,0,0,0,0,0,0,0,4,7,3,0,0,0,0
5052,0,0,4,0,0,0,0,0,4,0,1,0,0,0,0
5052,0,0,0,40,0,0,1,15,14,1,4,2,0,0,0
5052,0,0,0,0,0,0,0,0,39,0,0,1,0,0,0
5052,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
5052,0,0,0,21,30,0,0,0,12,4,1,1,0,0,0
5052,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,2,5,1,4,6,0,0,0,2,1,17,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0
5052,0,0,0,0,0,2,2,5,1,5,8,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,1,14,1,0,0,0,0
5052,6,2,11,7,14,5,0,0,4,15,14,2,0,0,0
5052,0,0,0,0,0,0,0,5,5,0,1,0,0,0,0
5052,10,0,0,0,0,0,0,0,3,5,4,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
5052,0,28,0,0,0,0,0,0,4,6,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
5052,0,0,0,0,0,0,0,2,0,17,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0
5052,0,0,0,5,0,0,0,0,1,10,8,0,0,0,0
5052,0,0,0,0,0,0,1,0,0,8,1,0,0,0,0
5052,0,0,0,6,0,11,2,0,5,2,8,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
5052,0,13,11,17,2,0,0,0,8,8,8,0,0,0,0
5052,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,5,3,0,0,4,21,0,9,6,17,5,0,0,0
5052,3,0,0,0,3,9,0,0,2,7,9,0,0,0,0
5052,0,0,0,0,9,22,0,0,16,2,9,2,0,0,0
5052,0,0,0,0,0,0,0,0,10,1,1,1,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,0,0,5,0,8,1,0,0,0,0
5052,0,4,2,4,8,8,0,0,2,599,87,12,3,4,1
5052,0,2,0,0,0,0,10,0,4,3,5,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5052,0,0,0,1,0,0,2,0,0,48,11,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,2,8,2,0,0,0,0
5052,74,0,0,0,0,0,0,0,26,3,0,1,1,0,1
5052,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
5052,0,2,0,0,0,0,17,0,5,4,14,3,0,0,0
5052,0,0,0,0,0,0,0,0,14,1,2,1,0,0,0
5052,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,6,1,3,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,5,8,3,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,7,2,1,1,0,0,0
5052,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,7,2,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,109,1,0,0,0,1,1
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
5052,0,0,0,0,0,22,0,0,5,2,4,0,0,0,0
5052,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
5052,0,0,0,0,0,33,0,0,16,6,0,2,0,0,0
5052,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,38,5,4,1,1,1,1
5052,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0
5052,0,0,0,0,16,0,0,0,15,1,2,0,0,0,0
5052,0,0,0,0,0,0,0,0,53,0,0,1,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,3,9,7,0,0,0,0
5052,0,16,0,0,0,0,0,0,16,0,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
5052,0,0,0,0,0,0,9,29,7,5,2,0,0,0,0
5052,0,0,0,0,0,51,0,0,19,2,1,2,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,20,7,0,0,0,0
5052,0,0,0,3,0,2,8,0,3,17,21,2,0,0,0
5052,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
5052,0,0,15,14,0,0,0,10,11,7,15,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
5052,0,0,0,10,0,0,0,0,19,0,2,0,0,0,0
5052,0,0,0,10,0,19,0,12,8,2,6,1,0,0,0
5052,0,0,0,0,0,0,0,8,8,0,1,0,0,0,0
5052,0,0,3,0,0,0,0,0,1,2,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,36,0,12,4,0,1,0,0,0
5052,0,0,0,0,0,0,1,0,1,3,2,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
5052,6,6,8,0,6,5,7,5,6,3,45,1,0,0,0
5052,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5052,0,0,23,0,0,0,0,0,3,11,2,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5052,0,9,0,0,65,0,0,0,24,1,1,0,1,0,1
5052,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
5052,0,0,61,0,0,7,0,0,16,3,8,1,1,1,1
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0
5052,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,4,6,1,0,0,0,0
5052,0,0,2,0,0,0,0,0,1,31,11,0,0,0,0
5052,31,0,0,0,0,25,0,0,13,13,0,8,1,0,1
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0
5052,0,0,0,55,38,7,0,0,15,20,13,2,0,1,1
5052,0,0,0,0,14,22,0,8,4,14,4,1,0,0,0
5052,0,0,0,0,0,11,0,0,7,0,3,0,0,0,0
5052,0,0,0,0,15,0,0,0,13,0,6,0,0,0,0
5052,0,0,11,10,0,0,0,0,8,0,3,0,0,0,0
5052,0,1,11,10,0,0,0,0,7,0,11,0,0,0,0
5052,0,0,0,3,0,29,0,0,6,8,2,0,0,0,0
5052,1,1,2,5,3,12,1,1,3,51,50,1,0,0,0
5052,0,0,0,0,2,5,21,0,5,104,130,19,0,0,0
5052,0,0,0,0,0,0,0,0,219,0,0,0,0,2,1
5052,0,0,15,0,0,0,0,9,5,90,71,0,0,0,0
5052,0,37,13,0,0,78,0,0,31,4,1,7,2,1,1
5052,0,0,0,238,0,0,0,0,34,15,4,0,0,1,1
5052,2,1,1,3,1,0,1,3,1,7,100,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
5052,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,15,0,0,0,0,0,0,0,2,13,0,1,0,0,0
5052,2,0,0,0,0,0,4,4,6,9,14,0,1,0,1
5052,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0
5052,5,4,3,5,9,8,6,5,6,6,185,2,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
5052,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0
5052,0,0,0,0,0,15,0,0,7,1,2,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
5052,0,0,0,25,30,29,29,0,20,0,25,7,0,0,0
5052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,0,0,0,0,0,0,5,0,5,0,1,0,0,0,0
5052,0,0,0,0,0,0,7,7,2,13,7,0,0,0,0
5052,0,0,0,0,0,0,0,0,4,3,17,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
5052,0,0,0,31,0,0,0,0,21,0,3,1,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0
5052,0,0,4,0,0,0,0,0,3,0,6,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
5052,0,0,0,24,0,0,0,0,6,5,1,0,0,0,0
5052,0,1,0,0,0,0,0,0,19,20,4,0,0,2,1
5052,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,0,0,0,13,1,30,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
5052,0,9,0,13,0,2,0,6,9,28,20,1,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,0,8,0,0,0,0,21,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5052,0,0,0,1,0,0,0,0,0,12,2,0,0,0,0
5052,0,0,0,0,0,19,0,0,9,2,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,49,3,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
5052,5,16,6,13,19,17,18,15,15,4,383,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5052,4,6,8,0,5,9,3,5,5,3,41,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
5052,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5052,0,0,0,0,0,5,0,5,3,19,6,0,0,0,0
5052,0,0,0,31,0,0,0,0,31,0,0,1,0,0,0
5052,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
5052,0,0,0,6,0,0,0,4,2,8,4,0,0,0,0
